claimID,date,amountClaimed
CL-001750,2024-01-27,3783
CL-001751,2025-11-19,1782
CL-001752,2025-03-16,8150
CL-001753,2024-07-09,13082
CL-001754,2025-06-29,9218
CL-001755,2024-07-16,13302
CL-001756,2024-07-28,14982
CL-001757,2025-11-01,7298
CL-001758,2024-02-12,2351
CL-001759,2025-03-09,10621
CL-001760,2024-03-04,22290
CL-001761,2024-09-27,10791
CL-001762,2025-01-01,1891
CL-001763,2024-06-06,9619
CL-001764,2025-09-08,2148
CL-001765,2024-11-01,10291
CL-001766,2025-04-18,1870
CL-001767,2025-04-29,52476
CL-001768,2025-10-09,8943
CL-001769,2025-01-08,14809
CL-001770,2025-02-09,13702
CL-001771,2025-03-04,13958
CL-001772,2025-09-21,10040
CL-001773,2024-09-06,13406
CL-001774,2025-06-23,1243
CL-001775,2025-05-01,36248
CL-001776,2025-08-10,50599
CL-001777,2024-01-14,10473
CL-001778,2024-03-14,2672
CL-001779,2025-03-09,13612
CL-001780,2025-08-09,9100
CL-001781,2024-10-08,11279
CL-001782,2024-09-24,2427
CL-001783,2025-10-11,1432
CL-001784,2025-06-09,2917
CL-001785,2024-03-12,3640
CL-001786,2025-09-14,11529
CL-001787,2024-05-19,53423
CL-001788,2024-12-14,1521
CL-001789,2025-11-11,21613
CL-001790,2024-08-11,10279
CL-001791,2025-03-11,9727
CL-001792,2025-12-15,6586
CL-001793,2024-09-10,7432
CL-001794,2024-07-31,1536
CL-001795,2025-08-29,10069
CL-001796,2025-03-04,14961
CL-001797,2025-07-20,2381
CL-001798,2025-09-13,6224
CL-001799,2025-08-29,12263
CL-001800,2025-08-17,10198
CL-001801,2025-02-22,58568
CL-001802,2025-04-18,6206
CL-001803,2024-02-15,1303
CL-001804,2024-09-25,13644
CL-001805,2024-04-26,48909
CL-001806,2024-05-13,8918
CL-001807,2024-12-11,12464
CL-001808,2025-09-08,13592
CL-001809,2024-02-02,7959
CL-001810,2024-11-10,5477
CL-001811,2024-10-21,1947
CL-001812,2024-12-25,2190
CL-001813,2025-07-28,1343
CL-001814,2024-09-04,4278
CL-001815,2024-08-31,1275
CL-001816,2024-09-20,13482
CL-001817,2024-05-17,11535
CL-001818,2025-10-27,7744
CL-001819,2025-05-20,12984
CL-001820,2024-04-11,6558
CL-001821,2024-05-03,10877
CL-001822,2024-10-24,2984
CL-001823,2025-04-15,34557
CL-001824,2025-05-19,54458
CL-001825,2024-08-02,10077
CL-001826,2025-08-09,13464
CL-001827,2024-10-24,9454
CL-001828,2025-12-23,40188
CL-001829,2025-01-21,5181
CL-001830,2025-08-09,11699
CL-001831,2025-04-07,6263
CL-001832,2024-09-10,14876
CL-001833,2024-01-01,3237
CL-001834,2025-12-10,2269
CL-001835,2025-01-25,12565
CL-001836,2024-05-15,9676
CL-001837,2024-08-21,11297
CL-001838,2024-11-08,9052
CL-001839,2024-10-10,3350
CL-001840,2024-03-10,10920
CL-001841,2024-07-17,10183
CL-001842,2025-08-04,7725
CL-001843,2024-06-17,6315
CL-001844,2025-08-06,978
CL-001845,2024-04-17,14818
CL-001846,2025-04-14,2592
CL-001847,2025-05-29,12201
CL-001848,2024-04-26,9880
CL-001849,2025-08-02,14590
CL-001850,2024-11-13,5946
CL-001851,2024-06-08,3547
CL-001852,2025-04-14,14278
CL-001853,2025-03-30,9744
CL-001854,2025-10-11,9632
CL-001855,2025-03-12,12417
CL-001856,2025-10-15,4662
CL-001857,2024-12-07,2953
CL-001858,2024-10-10,9594
CL-001859,2025-12-28,6895
CL-001860,2025-12-19,7657
CL-001861,2025-03-12,3439
CL-001862,2024-11-06,3486
CL-001863,2024-10-16,11978
CL-001864,2025-09-08,4152
CL-001865,2025-12-03,4825
CL-001866,2024-03-29,2977
CL-001867,2024-01-01,10563
CL-001868,2024-01-10,4366
CL-001869,2024-09-26,4871
CL-001870,2024-05-23,1790
CL-001871,2024-02-18,12669
CL-001872,2024-09-26,1441
CL-001873,2025-12-30,10292
CL-001874,2025-06-30,6619
CL-001875,2025-04-08,10320
CL-001876,2024-08-15,10431
CL-001877,2024-10-04,6036
CL-001878,2025-06-26,36566
CL-001879,2025-02-18,11733
CL-001880,2025-02-16,11124
CL-001881,2025-01-13,2663
CL-001882,2024-03-13,14777
CL-001883,2025-01-23,10443
CL-001884,2025-12-06,7579
CL-001885,2024-05-15,35993
CL-001886,2024-07-08,14428
CL-001887,2024-11-12,3630
CL-001888,2024-02-20,39969
CL-001889,2025-12-13,10906
CL-001890,2024-02-06,3260
CL-001891,2025-07-19,10755
CL-001892,2024-05-15,6195
CL-001893,2025-03-05,29152
CL-001894,2025-01-27,8929
CL-001895,2024-10-03,56319
CL-001896,2024-11-23,12002
CL-001897,2024-04-11,1423
CL-001898,2024-06-12,7106
CL-001899,2024-03-03,3715
CL-001900,2025-10-28,14577
CL-001901,2024-03-07,7285
CL-001902,2024-10-07,13988
CL-001903,2025-03-22,3245
CL-001904,2025-02-02,13991
CL-001905,2025-02-06,11689
CL-001906,2025-06-24,2041
CL-001907,2024-08-28,8468
CL-001908,2025-02-14,34189
CL-001909,2025-08-19,2090
CL-001910,2025-09-18,14225
CL-001911,2025-12-16,21404
CL-001912,2025-07-10,7774
CL-001913,2024-01-24,13589
CL-001914,2024-11-29,14939
CL-001915,2025-02-11,8261
CL-001916,2025-06-04,2402
CL-001917,2025-12-22,40472
CL-001918,2024-03-11,12456
CL-001919,2024-02-15,7865
CL-001920,2025-01-08,2089
CL-001921,2025-10-07,11203
CL-001922,2024-06-10,7384
CL-001923,2025-10-31,1835
CL-001924,2024-09-05,1325
CL-001925,2024-04-23,13659
CL-001926,2025-06-07,11570
CL-001927,2025-04-06,10848
CL-001928,2024-08-24,2300
CL-001929,2025-08-19,7928
CL-001930,2024-10-05,13261
CL-001931,2025-06-05,4315
CL-001932,2024-09-20,10731
CL-001933,2024-07-09,2628
CL-001934,2025-08-05,9848
CL-001935,2024-03-04,2706
CL-001936,2024-09-05,13112
CL-001937,2025-09-02,8469
CL-001938,2024-03-11,7285
CL-001939,2025-07-19,6608
CL-001940,2024-08-21,4748
CL-001941,2024-07-10,3478
CL-001942,2024-12-12,3601
CL-001943,2025-08-14,10808
CL-001944,2025-11-16,3918
CL-001945,2025-05-15,14393
CL-001946,2025-04-17,8534
CL-001947,2025-10-28,44196
CL-001948,2024-01-10,8092
CL-001949,2025-05-07,10698
CL-001950,2025-08-17,4227
CL-001951,2024-11-02,7824
CL-001952,2025-06-09,1801
CL-001953,2024-01-17,4677
CL-001954,2024-02-21,8660
CL-001955,2025-07-11,9296
CL-001956,2024-07-09,53630
CL-001957,2025-08-13,3137
CL-001958,2025-07-25,9498
CL-001959,2024-01-20,5380
CL-001960,2025-02-28,4811
CL-001961,2024-01-01,11562
CL-001962,2024-07-08,9936
CL-001963,2024-12-04,5551
CL-001964,2025-05-03,11657
CL-001965,2025-11-21,11197
CL-001966,2024-11-17,3439
CL-001967,2024-07-09,6907
CL-001968,2024-04-15,1504
CL-001969,2024-06-17,10139
CL-001970,2024-02-14,2313
CL-001971,2024-12-10,10869
CL-001972,2025-02-24,4416
CL-001973,2024-12-13,8267
CL-001974,2025-02-27,1539
CL-001975,2025-03-04,12063
CL-001976,2024-03-30,10374
CL-001977,2025-09-08,4382
CL-001978,2025-11-12,6524
CL-001979,2024-01-05,14226
CL-001980,2025-08-19,4776
CL-001981,2024-10-24,4850
CL-001982,2024-12-23,3871
CL-001983,2024-04-21,5300
CL-001984,2024-01-13,13905
CL-001985,2025-04-17,11188
CL-001986,2025-07-20,12460
CL-001987,2024-12-06,1920
CL-001988,2025-12-14,4718
CL-001989,2025-12-28,14321
CL-001990,2024-11-06,12494
CL-001991,2025-10-04,54472
CL-001992,2024-07-31,6120
CL-001993,2025-01-11,6816
CL-001994,2025-11-25,5603
CL-001995,2025-02-16,8631
CL-001996,2025-02-18,5243
CL-001997,2024-01-19,58046
CL-001998,2024-01-11,5128
CL-001999,2024-10-25,8680
CL-002000,2025-09-26,31117
CL-002001,2024-12-26,2713
CL-002002,2025-03-26,9847
CL-002003,2024-03-31,7300
CL-002004,2024-09-01,8219
CL-002005,2025-03-03,3457
CL-002006,2024-04-08,1668
CL-002007,2024-05-17,28341
CL-002008,2025-12-14,6449
CL-002009,2025-03-24,4334
CL-002010,2024-07-22,6615
CL-002011,2025-08-02,12078
CL-002012,2025-07-05,5448
CL-002013,2025-09-24,2138
CL-002014,2025-10-20,13343
CL-002015,2024-06-23,5229
CL-002016,2024-04-02,14428
CL-002017,2025-06-27,3050
CL-002018,2025-01-01,4899
CL-002019,2024-09-14,2390
CL-002020,2025-01-31,11109
CL-002021,2025-04-16,6199
CL-002022,2024-07-03,2738
CL-002023,2024-04-15,40182
CL-002024,2024-04-07,7661
CL-002025,2025-12-08,13178
CL-002026,2024-08-28,7220
CL-002027,2024-07-05,8527
CL-002028,2025-06-02,12314
CL-002029,2024-07-25,9279
CL-002030,2024-07-30,11281
CL-002031,2024-11-07,10592
CL-002032,2025-08-22,7232
CL-002033,2024-03-23,3355
CL-002034,2024-12-31,9131
CL-002035,2025-06-16,868
CL-002036,2024-02-23,13945
CL-002037,2024-03-03,1806
CL-002038,2024-11-08,12614
CL-002039,2025-07-14,14751
CL-002040,2025-04-07,14785
CL-002041,2025-09-11,6429
CL-002042,2025-09-21,2762
CL-002043,2024-07-19,7997
CL-002044,2024-11-02,25172
CL-002045,2024-09-30,7214
CL-002046,2025-11-17,3749
CL-002047,2025-03-14,7928
CL-002048,2024-05-30,12344
CL-002049,2024-07-04,8692
CL-002050,2024-10-18,14725
CL-002051,2025-02-01,12044
CL-002052,2025-11-17,12110
CL-002053,2025-08-30,1343
CL-002054,2024-09-30,13569
CL-002055,2025-08-05,6575
CL-002056,2024-11-06,2756
CL-002057,2025-09-18,13147
CL-002058,2024-03-02,5380
CL-002059,2024-08-12,14917
CL-002060,2025-03-06,807
CL-002061,2024-04-30,33387
CL-002062,2024-10-03,11326
CL-002063,2025-03-09,14437
CL-002064,2025-03-13,5781
CL-002065,2024-10-28,13367
CL-002066,2024-02-24,11838
CL-002067,2024-06-27,3026
CL-002068,2025-01-02,6837
CL-002069,2024-12-13,11295
CL-002070,2025-09-13,6078
CL-002071,2024-10-30,13252
CL-002072,2025-04-23,6386
CL-002073,2025-12-08,27271
CL-002074,2025-08-18,37195
CL-002075,2024-08-21,14727
CL-002076,2024-01-23,14383
CL-002077,2024-01-13,6526
CL-002078,2025-07-08,14346
CL-002079,2024-07-16,5236
CL-002080,2024-02-12,11946
CL-002081,2024-03-23,3478
CL-002082,2025-01-10,13930
CL-002083,2025-07-04,921
CL-002084,2025-09-25,14789
CL-002085,2024-04-25,11088
CL-002086,2025-03-24,1779
CL-002087,2025-02-02,9357
CL-002088,2024-12-04,5121
CL-002089,2024-02-28,32962
CL-002090,2024-05-22,9744
CL-002091,2024-12-31,5307
CL-002092,2024-12-28,5097
CL-002093,2024-04-28,9045
CL-002094,2025-08-05,5786
CL-002095,2024-05-27,12071
CL-002096,2025-11-18,1253
CL-002097,2024-12-09,6388
CL-002098,2025-08-31,1609
CL-002099,2025-06-06,6205
CL-002100,2024-12-30,11079
CL-002101,2025-06-24,10955
CL-002102,2025-10-18,4947
CL-002103,2024-06-08,24595
CL-002104,2024-03-01,6104
CL-002105,2024-11-30,7688
CL-002106,2025-04-26,13655
CL-002107,2024-09-07,14928
CL-002108,2025-11-08,6457
CL-002109,2024-07-03,8842
CL-002110,2025-08-01,10099
CL-002111,2025-06-16,8743
CL-002112,2024-12-13,44071
CL-002113,2024-12-12,10129
CL-002114,2024-09-26,36828
CL-002115,2025-10-24,5858
CL-002116,2024-03-17,9416
CL-002117,2024-08-10,11476
CL-002118,2024-06-07,45108
CL-002119,2024-01-26,7789
CL-002120,2024-03-12,3624
CL-002121,2025-01-12,1081
CL-002122,2025-07-13,4242
CL-002123,2024-09-01,7456
CL-002124,2024-07-29,4732
CL-002125,2024-12-28,13402
CL-002126,2024-08-28,7397
CL-002127,2025-04-22,22351
CL-002128,2025-09-04,13889
CL-002129,2025-02-13,13720
CL-002130,2024-04-13,5553
CL-002131,2025-12-18,14167
CL-002132,2025-09-05,6135
CL-002133,2025-06-04,4052
CL-002134,2025-09-30,4580
CL-002135,2025-06-30,12671
CL-002136,2025-10-16,37664
CL-002137,2024-07-22,1260
CL-002138,2025-09-01,13661
CL-002139,2025-04-26,6376
CL-002140,2025-01-04,9297
CL-002141,2025-04-09,12644
CL-002142,2025-05-18,6252
CL-002143,2024-04-03,3109
CL-002144,2025-07-30,14351
CL-002145,2024-11-30,3137
CL-002146,2025-12-22,14733
CL-002147,2025-09-09,9786
CL-002148,2024-05-04,7193
CL-002149,2025-07-21,8554
CL-002150,2024-06-14,14126
CL-002151,2024-08-20,7411
CL-002152,2025-01-09,2692
CL-002153,2025-04-09,3101
CL-002154,2025-10-16,3286
CL-002155,2024-07-03,9329
CL-002156,2025-10-08,4714
CL-002157,2025-05-21,8336
CL-002158,2024-12-26,2475
CL-002159,2025-06-20,6503
CL-002160,2025-07-18,13312
CL-002161,2024-05-26,6230
CL-002162,2024-01-20,3266
CL-002163,2025-11-11,10691
CL-002164,2024-09-11,12544
CL-002165,2025-11-03,9731
CL-002166,2024-10-19,2251
CL-002167,2025-04-01,3135
CL-002168,2025-05-19,43203
CL-002169,2025-07-22,7629
CL-002170,2024-02-16,2641
CL-002171,2025-06-04,46439
CL-002172,2025-08-03,9060
CL-002173,2024-07-15,6001
CL-002174,2024-09-09,12573
CL-002175,2024-12-27,1682
CL-002176,2025-04-15,2545
CL-002177,2024-05-14,2690
CL-002178,2024-03-05,12362
CL-002179,2024-09-06,6971
CL-002180,2025-01-23,12885
CL-002181,2024-10-23,8755
CL-002182,2024-11-14,6489
CL-002183,2024-11-03,11613
CL-002184,2025-06-25,12830
CL-002185,2025-11-06,11965
CL-002186,2025-06-27,5389
CL-002187,2025-09-25,6558
CL-002188,2024-01-30,4729
CL-002189,2025-03-07,14132
CL-002190,2024-09-20,13923
CL-002191,2024-05-01,7197
CL-002192,2025-05-22,6520
CL-002193,2024-06-16,1050
CL-002194,2025-01-21,1255
CL-002195,2025-03-06,14201
CL-002196,2025-03-26,4854
CL-002197,2024-06-12,3324
CL-002198,2025-03-01,3539
CL-002199,2025-02-20,3574
CL-002200,2025-06-02,7577
CL-002201,2024-06-04,54408
CL-002202,2024-09-06,11389
CL-002203,2024-08-04,4045
CL-002204,2025-04-14,866
CL-002205,2024-01-14,9964
CL-002206,2024-05-02,9238
CL-002207,2025-05-16,49258
CL-002208,2025-04-09,42071
CL-002209,2024-02-13,7167
CL-002210,2024-01-20,8461
CL-002211,2025-02-25,6027
CL-002212,2024-03-18,13610
CL-002213,2024-01-04,3765
CL-002214,2024-04-08,14082
CL-002215,2024-12-22,2011
CL-002216,2024-10-13,14650
CL-002217,2024-05-24,12981
CL-002218,2025-11-22,3838
CL-002219,2025-05-26,9416
CL-002220,2024-12-08,7786
CL-002221,2024-10-28,14001
CL-002222,2024-04-11,44954
CL-002223,2024-04-27,12104
CL-002224,2025-11-26,43806
CL-002225,2025-05-09,14153
CL-002226,2024-10-05,13284
CL-002227,2025-01-07,8107
CL-002228,2024-11-20,12601
CL-002229,2024-10-12,6691
CL-002230,2025-05-12,6045
CL-002231,2024-10-01,7626
CL-002232,2025-08-28,28904
CL-002233,2025-11-01,11433
CL-002234,2025-03-26,2250
CL-002235,2025-10-08,9629
CL-002236,2025-12-10,4581
CL-002237,2024-11-21,40918
CL-002238,2025-12-16,11448
CL-002239,2025-08-10,8647
CL-002240,2024-08-31,11941
CL-002241,2025-02-23,13640
CL-002242,2024-11-04,3138
CL-002243,2024-06-15,6892
CL-002244,2024-09-24,3277
CL-002245,2024-08-01,10338
CL-002246,2024-08-15,13379
CL-002247,2025-06-30,5515
CL-002248,2025-07-21,14503
CL-002249,2025-02-25,5550
CL-002250,2024-02-06,10957
CL-002251,2025-02-07,10369
CL-002252,2024-09-23,3541
CL-002253,2025-12-31,12994
CL-002254,2025-06-18,14503
CL-002255,2025-09-03,6992
CL-002256,2024-12-27,13386
CL-002257,2025-12-13,9791
CL-002258,2025-08-03,8859
CL-002259,2025-05-04,10110
CL-002260,2024-01-06,6223
CL-002261,2024-02-02,4931
CL-002262,2024-01-26,6610
CL-002263,2025-11-04,3754
CL-002264,2025-11-12,14256
CL-002265,2024-10-20,7107
CL-002266,2025-10-29,12833
CL-002267,2024-11-22,10991
CL-002268,2024-02-09,12956
CL-002269,2025-03-07,13367
CL-002270,2025-03-12,3114
CL-002271,2024-06-25,4821
CL-002272,2025-12-01,6905
CL-002273,2025-12-07,14070
CL-002274,2025-06-20,10738
CL-002275,2025-08-29,3924
CL-002276,2025-06-26,3539
CL-002277,2025-09-15,7400
CL-002278,2025-12-28,5802
CL-002279,2025-02-13,12731
CL-002280,2025-04-26,5006
CL-002281,2025-02-20,2903
CL-002282,2024-11-08,11173
CL-002283,2025-08-27,8593
CL-002284,2025-07-18,7448
CL-002285,2025-03-18,4928
CL-002286,2024-11-23,5141
CL-002287,2025-04-16,8423
CL-002288,2024-01-11,1769
CL-002289,2025-10-06,6592
CL-002290,2024-06-22,3725
CL-002291,2025-04-05,22506
CL-002292,2025-11-05,14240
CL-002293,2024-12-08,45631
CL-002294,2024-03-17,7063
CL-002295,2024-12-30,13942
CL-002296,2024-08-17,3279
CL-002297,2025-02-20,9174
CL-002298,2024-02-02,8144
CL-002299,2025-12-04,13439
CL-002300,2025-01-18,6939
CL-002301,2024-09-10,7498
CL-002302,2025-08-11,14295
CL-002303,2024-04-26,13745
CL-002304,2025-09-16,10539
CL-002305,2024-01-19,3705
CL-002306,2024-04-20,2236
CL-002307,2025-10-26,14322
CL-002308,2025-06-22,1787
CL-002309,2024-07-05,6444
CL-002310,2024-04-23,2667
CL-002311,2025-10-29,5846
CL-002312,2024-02-29,14206
CL-002313,2024-06-04,3716
CL-002314,2025-10-30,4944
CL-002315,2025-01-02,4473
CL-002316,2025-01-27,14866
CL-002317,2024-03-12,1854
CL-002318,2025-07-28,3827
CL-002319,2025-05-02,7488
CL-002320,2025-08-25,1743
CL-002321,2025-04-14,39599
CL-002322,2025-01-02,2664
CL-002323,2025-11-05,1213
CL-002324,2025-10-12,1822
CL-002325,2024-03-26,11587
CL-002326,2025-12-18,3283
CL-002327,2025-02-27,14007
CL-002328,2024-06-20,12447
CL-002329,2024-10-08,4463
CL-002330,2025-11-29,14510
CL-002331,2025-07-21,11718
CL-002332,2024-01-13,4126
CL-002333,2024-09-08,2305
CL-002334,2024-11-03,1820
CL-002335,2024-11-22,4879
CL-002336,2024-12-31,5421
CL-002337,2024-01-04,34021
CL-002338,2025-12-07,8442
CL-002339,2025-05-01,9603
CL-002340,2025-06-04,7389
CL-002341,2024-04-27,10102
CL-002342,2025-10-24,10678
CL-002343,2024-09-20,11200
CL-002344,2024-11-17,2135
CL-002345,2024-05-03,907
CL-002346,2024-09-08,7851
CL-002347,2025-10-06,9001
CL-002348,2024-12-11,9770
CL-002349,2025-12-20,3962
CL-002350,2024-08-12,1698
CL-002351,2025-09-19,11169
CL-002352,2025-12-06,46712
CL-002353,2025-03-24,1618
CL-002354,2024-08-17,10939
CL-002355,2025-12-04,11608
CL-002356,2025-08-06,11724
CL-002357,2025-10-22,1366
CL-002358,2024-09-11,10315
CL-002359,2024-07-17,10671
CL-002360,2025-03-31,3618
CL-002361,2024-11-03,12678
CL-002362,2024-08-04,5424
CL-002363,2024-02-16,8579
CL-002364,2024-05-02,1437
CL-002365,2025-11-09,2831
CL-002366,2025-06-16,11380
CL-002367,2025-03-31,6369
CL-002368,2025-09-04,14446
CL-002369,2024-11-12,7045
CL-002370,2025-07-22,4797
CL-002371,2024-11-12,38409
CL-002372,2024-11-05,7507
CL-002373,2025-01-23,4359
CL-002374,2024-04-18,2524
CL-002375,2025-06-14,966
CL-002376,2024-09-21,10243
CL-002377,2025-07-16,2021
CL-002378,2024-06-01,49518
CL-002379,2024-06-02,12722
CL-002380,2025-05-06,1224
CL-002381,2025-10-09,11429
CL-002382,2024-10-27,14649
CL-002383,2025-10-01,4779
CL-002384,2025-03-21,14514
CL-002385,2024-08-29,2601
CL-002386,2025-09-22,26980
CL-002387,2025-10-26,44914
CL-002388,2025-08-14,2185
CL-002389,2025-11-23,12171
CL-002390,2025-10-12,39450
CL-002391,2025-10-29,29271
CL-002392,2025-04-06,10481
CL-002393,2025-02-19,7630
CL-002394,2025-02-28,12980
CL-002395,2025-08-22,11021
CL-002396,2024-04-26,1724
CL-002397,2024-05-08,39690
CL-002398,2024-06-24,6051
CL-002399,2024-10-20,12529
CL-002400,2025-09-16,3105
CL-002401,2025-12-08,12903
CL-002402,2025-12-13,14097
CL-002403,2025-05-02,40038
CL-002404,2024-05-06,1464
CL-002405,2024-05-12,7980
CL-002406,2025-10-15,27766
CL-002407,2025-06-25,10398
CL-002408,2024-09-01,10425
CL-002409,2024-04-24,3136
CL-002410,2025-10-18,7357
CL-002411,2025-01-04,11235
CL-002412,2024-09-17,24072
CL-002413,2025-10-07,11650
CL-002414,2024-02-04,11493
CL-002415,2024-05-26,2944
CL-002416,2024-09-29,10776
CL-002417,2024-03-11,6515
CL-002418,2024-12-18,12524
CL-002419,2025-03-04,8370
CL-002420,2025-06-10,7068
CL-002421,2024-06-01,47243
CL-002422,2025-07-10,12592
CL-002423,2024-07-14,54759
CL-002424,2024-09-19,10811
CL-002425,2025-10-02,2232
CL-002426,2025-09-11,7658
CL-002427,2025-08-07,11554
CL-002428,2024-10-30,7419
CL-002429,2024-09-11,11748
CL-002430,2025-11-10,6701
CL-002431,2025-03-06,10731
CL-002432,2024-02-03,13771
CL-002433,2025-12-22,3485
CL-002434,2025-07-01,10295
CL-002435,2025-09-22,7948
CL-002436,2025-07-02,7127
CL-002437,2024-04-13,52784
CL-002438,2025-04-19,8010
CL-002439,2024-03-13,5087
CL-002440,2024-02-18,3225
CL-002441,2025-08-08,13211
CL-002442,2025-04-23,5840
CL-002443,2024-08-27,4674
CL-002444,2024-04-05,11523
CL-002445,2025-12-02,1103
CL-002446,2024-05-10,6836
CL-002447,2025-03-02,27379
CL-002448,2024-06-30,11988
CL-002449,2024-10-22,2396
CL-002450,2024-12-01,3437
CL-002451,2025-11-02,11818
CL-002452,2025-12-26,1887
CL-002453,2024-06-15,13242
CL-002454,2024-08-02,8294
CL-002455,2024-08-20,11359
CL-002456,2025-05-28,8355
CL-002457,2025-09-28,59461
CL-002458,2025-11-27,1306
CL-002459,2025-10-08,1785
CL-002460,2025-02-25,3526
CL-002461,2024-06-09,7148
CL-002462,2024-12-25,54525
CL-002463,2025-03-25,5208
CL-002464,2025-02-03,4733
CL-002465,2024-09-01,32982
CL-002466,2025-04-28,4233
CL-002467,2024-06-29,8287
CL-002468,2024-08-13,13147
CL-002469,2025-02-26,24832
CL-002470,2024-10-25,14712
CL-002471,2025-02-25,14486
CL-002472,2025-05-14,6661
CL-002473,2025-03-17,7261
CL-002474,2025-11-27,21209
CL-002475,2025-10-25,43511
CL-002476,2024-06-28,9942
CL-002477,2024-04-21,4147
CL-002478,2025-10-09,1641
CL-002479,2024-07-30,9155
CL-002480,2025-03-03,10869
CL-002481,2024-11-02,47604
CL-002482,2024-12-22,10654
CL-002483,2025-11-24,13410
CL-002484,2025-08-18,5312
CL-002485,2024-01-19,6717
CL-002486,2024-04-18,9082
CL-002487,2025-05-22,12816
CL-002488,2024-09-13,3674
CL-002489,2025-12-22,58390
CL-002490,2024-01-26,6483
CL-002491,2024-12-28,12107
CL-002492,2024-04-22,14249
CL-002493,2025-11-05,4845
CL-002494,2024-10-07,12538
CL-002495,2025-06-01,1836
CL-002496,2024-03-18,12682
CL-002497,2024-07-28,6387
CL-002498,2024-01-23,8213
CL-002499,2025-05-01,28681
CL-002500,2025-09-29,12104
CL-002501,2024-03-20,8845
CL-002502,2024-07-13,2336
CL-002503,2025-05-11,24976
CL-002504,2024-11-23,10053
CL-002505,2024-03-26,55551
CL-002506,2025-04-25,10646
CL-002507,2024-04-30,2034
CL-002508,2024-05-25,14465
CL-002509,2024-09-04,37007
CL-002510,2025-08-14,46136
CL-002511,2025-11-28,11790
CL-002512,2025-02-16,9959
CL-002513,2024-09-23,13735
CL-002514,2024-03-24,14503
CL-002515,2024-11-02,4836
CL-002516,2025-10-19,8126
CL-002517,2024-10-19,14204
CL-002518,2025-01-12,1643
CL-002519,2025-12-08,2459
CL-002520,2025-10-05,1375
CL-002521,2025-04-08,14355
CL-002522,2024-06-06,7397
CL-002523,2025-11-03,958
CL-002524,2025-01-30,9759
CL-002525,2025-01-26,12974
CL-002526,2025-03-17,37370
CL-002527,2024-12-22,20520
CL-002528,2025-10-22,43743
CL-002529,2025-07-16,4042
CL-002530,2024-09-06,11215
CL-002531,2024-09-27,12094
CL-002532,2024-12-11,9038
CL-002533,2025-12-19,5110
CL-002534,2024-09-13,27687
CL-002535,2024-02-01,14560
CL-002536,2024-02-16,8986
CL-002537,2024-05-12,7922
CL-002538,2025-09-27,24740
CL-002539,2024-08-12,13989
CL-002540,2025-07-16,10548
CL-002541,2024-04-26,12699
CL-002542,2024-11-10,7875
CL-002543,2025-03-17,3120
CL-002544,2024-05-22,52095
CL-002545,2024-02-07,6653
CL-002546,2024-11-05,1343
CL-002547,2024-04-20,2200
CL-002548,2024-03-22,5534
CL-002549,2024-03-14,8625
CL-002550,2024-03-04,14330
CL-002551,2024-06-04,8930
CL-002552,2025-05-05,32344
CL-002553,2024-11-12,14760
CL-002554,2024-09-06,5936
CL-002555,2025-09-17,14796
CL-002556,2025-07-22,1058
CL-002557,2025-06-19,3880
CL-002558,2024-03-09,11049
CL-002559,2024-12-05,4776
CL-002560,2024-02-03,2496
CL-002561,2025-07-14,12550
CL-002562,2024-02-09,9153
CL-002563,2024-03-15,6222
CL-002564,2025-09-14,3403
CL-002565,2024-10-19,4668
CL-002566,2024-12-07,5915
CL-002567,2024-11-17,9248
CL-002568,2025-12-29,4481
CL-002569,2025-04-09,9937
CL-002570,2024-05-09,12107
CL-002571,2024-09-30,49825
CL-002572,2025-09-18,8591
CL-002573,2025-11-20,13559
CL-002574,2025-09-05,6595
CL-002575,2024-01-14,5982
CL-002576,2025-07-11,13053
CL-002577,2024-09-02,10459
CL-002578,2025-02-13,12758
CL-002579,2024-08-06,13732
CL-002580,2025-04-16,2490
CL-002581,2025-02-05,14012
CL-002582,2025-02-21,42607
CL-002583,2024-03-10,850
CL-002584,2024-01-09,14612
CL-002585,2025-05-10,4143
CL-002586,2024-02-07,14010
CL-002587,2024-05-18,4966
CL-002588,2025-03-01,2507
CL-002589,2025-07-10,4891
CL-002590,2024-05-22,14267
CL-002591,2024-05-04,5072
CL-002592,2025-02-12,9787
CL-002593,2024-10-07,12099
CL-002594,2025-02-24,13640
CL-002595,2025-05-14,11971
CL-002596,2025-10-24,3047
CL-002597,2025-04-25,3949
CL-002598,2024-08-23,3075
CL-002599,2025-10-04,11610
CL-002600,2024-07-31,11539
CL-002601,2025-09-23,10773
CL-002602,2024-02-21,13587
CL-002603,2024-01-20,2429
CL-002604,2025-07-20,46291
CL-002605,2025-02-27,49781
CL-002606,2025-07-18,41013
CL-002607,2025-09-17,2025
CL-002608,2024-09-04,5103
CL-002609,2025-01-11,8357
CL-002610,2024-06-10,14266
CL-002611,2025-10-22,31297
CL-002612,2025-08-20,11030
CL-002613,2025-06-05,7727
CL-002614,2025-10-21,8872
CL-002615,2024-08-17,8406
CL-002616,2024-01-10,14873
CL-002617,2024-06-17,51000
CL-002618,2024-12-31,13685
CL-002619,2025-12-21,10584
CL-002620,2025-10-10,10029
CL-002621,2025-04-24,11894
CL-002622,2024-11-13,13838
CL-002623,2025-05-02,9936
